name,school,conference,position,height,weight,pts,reb,ast,stl,blk,to,min,gp,fg_pct,three_pct,ft_pct,year_label
Jackson Fields,West Virginia,Big 12,PF,6-8,210,4.3,3.4,1.1,0.2,0.3,0.3,14.2,9,0.536,0.25,0.7,Sr
Jasper Floyd,West Virginia,Big 12,SG,6-3,190,7.2,3.8,2.9,1.9,0.0,2.1,27.0,25,0.485,0.39,0.673,Sr
Morris Ugusuk,West Virginia,Big 12,SG,6-4,170,1.6,1.7,0.2,0.2,0.1,0.1,12.4,19,0.294,0.231,0.556,Jr
Treysen Eaglestaff,West Virginia,Big 12,SF,6-6,190,9.9,4.7,1.4,0.8,0.4,1.3,28.2,25,0.396,0.346,0.737,Sr
Aleksas Bieliauskas,Wisconsin,Big Ten,PF,6-10,235,4.4,4.0,0.7,0.2,0.7,0.9,17.7,25,0.438,0.308,0.667,Fr
Andrew Rohde,Wisconsin,Big Ten,SG,6-6,195,6.4,2.0,2.8,1.2,0.1,1.0,25.5,24,0.388,0.316,0.762,Sr
Austin Rapp,Wisconsin,Big Ten,PF,6-10,238,9.3,3.8,1.7,0.5,0.6,0.9,21.5,21,0.421,0.333,0.844,So
Braeden Carrington,Wisconsin,Big Ten,SG,6-5,197,7.1,2.6,0.9,0.3,0.3,0.5,16.5,24,0.41,0.408,0.744,Sr
Elijah Gray,Wisconsin,Big Ten,PF,6-9,235,9.0,3.8,0.6,0.4,0.3,1.6,19.7,25,0.481,0.304,0.75,Sr
Jack Janicki,Wisconsin,Big Ten,SG,6-5,200,2.2,2.0,1.1,0.7,0.2,0.6,16.7,25,0.313,0.277,0.6,So
John Blackwell,Wisconsin,Big Ten,SG,6-4,203,19.0,5.0,2.4,1.3,0.1,1.6,33.3,24,0.409,0.376,0.856,Jr
Nick Boyd,Wisconsin,Big Ten,SG,6-3,177,20.6,3.4,3.7,0.9,0.0,1.7,30.9,25,0.479,0.374,0.816,Sr
Nolan Winter,Wisconsin,Big Ten,PF,7-0,235,13.7,9.0,1.7,0.6,1.2,0.9,31.3,25,0.573,0.321,0.742,Jr
All Wright,Xavier,Big East,SG,6-3,190,8.0,1.8,2.1,0.6,0.0,0.6,23.4,25,0.483,0.455,0.816,So
Anthony Robinson,Xavier,Big East,PF,6-10,252,2.5,2.9,0.3,0.4,0.6,0.6,11.2,20,0.536,0.0,0.417,So
Filip Borovicanin,Xavier,Big East,PF,6-9,227,10.1,8.0,4.4,1.3,0.6,1.6,30.4,25,0.43,0.325,0.875,Sr
Gabriel Pozzato,Xavier,Big East,PF,6-7,200,14.9,4.4,1.3,1.3,0.4,2.0,34.9,24,0.447,0.317,0.705,So
Isaiah Walker,Xavier,Big East,SG,6-5,205,4.3,2.5,0.7,0.6,0.0,0.4,15.6,24,0.432,0.429,0.762,Sr
Jovan Milicevic,Xavier,Big East,PF,6-10,241,11.7,3.9,1.2,0.6,0.5,1.2,24.6,25,0.443,0.426,0.702,So
Malik Messina-Moore,Xavier,Big East,SG,6-5,200,10.7,2.8,3.9,1.2,0.1,1.4,32.5,25,0.377,0.35,0.773,Sr
Pape N'Diaye,Xavier,Big East,PF,7-0,230,2.1,2.2,0.3,0.2,1.0,0.2,9.5,22,0.436,0.412,0.714,So
Roddie Anderson III,Xavier,Big East,SG,6-3,195,10.6,3.2,2.2,1.4,0.2,1.4,23.1,25,0.376,0.284,0.75,Sr
Tre Carroll,Xavier,Big East,PF,6-8,235,18.0,5.7,2.7,0.8,1.3,2.4,32.0,25,0.497,0.333,0.678,Sr
